Уровень,Дата и время,Источник,Код события,Категория задачи
Сведения,03.12.2019 18:35:43,BROWSER,8033,Отсутствует,"Драйвер браузера сети инициировал выборы в сети \Device\NetBT_Tcpip_{B3EC0A83-6DF2-4970-8219-EF7ED329EF6D}, так как был остановлен основной браузер сети."
Сведения,03.12.2019 18:26:04,Microsoft-Windows-Kernel-Power,105,(100),Смена источника питания.
Сведения,03.12.2019 14:49:51,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,03.12.2019 14:47:47,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,03.12.2019 14:17:45,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,03.12.2019 14:14:29,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,03.12.2019 13:46:36,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,03.12.2019 12:00:00,EventLog,6013,Отсутствует,Время работоспособного состояния 1661753 сек.
Сведения,03.12.2019 10:50:40,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.webpimageextension_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:40,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.desktopappinstaller_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.languageexperiencepackru-ru_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.microsoftsolitairecollection_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\wacomtechnologycorp.157535b83c264_ss941bf8mfs8a\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\7ee7776c.linkedinforwindows_w1wdnht996qgy\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.webmediaextensions_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.getstarted_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.wallet_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.windowsfeedbackhub_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.office.onenote_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 2; создано измененных страниц: 1.
Сведения,03.12.2019 10:50:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\microsoft.microsoftofficehub_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
